id,mevcut_sınıf,mevcut_severity,mevcut_R1_mi,claude_karar,other_ai_karar,uzlaşı_sınıf,uzlaşı_authority_source,uzlaşı_confidence,spec_anchor,normatif_ibare,round2_required,r1_değişimi,gerekçe,notlar
STM_016,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Son duraklama noktası yok
STM_018,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),continuous_pickup geçersiz (stop_times)
STM_019,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),continuous_drop_off geçersiz (stop_times)
STM_022,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),timepoint geçersiz
STM_023,Spec,Dusuk,EVET,Quality/PROJECT_QUALITY/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Quality,PROJECT_QUALITY,MEDIUM,—,yok,true,KALKAR,"Dosya satır sırası: spec sıralamayı stop_sequence'e bağlar, dosya-satır sırası normu yok",stop_times satır sıralaması bozuk
STM_030,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_dist_traveled negatif
STM_033,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Interop,MOBILITYDATA_PARITY,MEDIUM,#stop_timestxt,yok,true,—,Tek-duraklı sefer: spec ≥2 durak normu net değil; MD unusable_trip WARNING,Tek duraklı sefer (kullanılamaz)
STM_034,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,—,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,Varış veya kalkış zamanından yalnızca biri tanımlı
STM_037,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Flex penceresinde arrival_time/departure_time yasak
STM_038,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,—,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,start_pickup_drop_off_window > end_pickup_drop_off_window
STM_039,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Flex bağlamında pickup/drop_off penceresi eksik
STM_040,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Flex stop_times'ta pickup/drop_off_booking_rule_id eksik
STM_041,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id ile location_id/group_id aynı anda kullanılamaz
STM_046,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),trip_id eksik
STM_047,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Kesin zaman noktasında (timepoint=1) arrival_time/departure_time eksik
STM_051,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Flex penceresi tanımlıyken pickup_type=0/3 yasak (talep-üzerine değerler gerekli)
STM_052,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Flex penceresi tanımlıyken drop_off_type=0 yasak (talep-üzerine değer gerekli)
STP_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id yineleniyor
STP_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id boş
STP_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_name eksik veya stop_lat/stop_lon aralık dışı (aynı ID altında iki ayrı koşul)
STP_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_lat sayısal değil
STP_006,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_lat eksik
STP_007,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_lon eksik
STP_008,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),location_type geçersiz
STP_009,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),parent_station bulunamadı
STP_010,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),parent_station location_type=1 değil
STP_011,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Giriş/çıkış/boarding için parent_station zorunlu
STP_012,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_times'ta istasyon veya giriş kullanılmış
STP_013,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),wheelchair_boarding geçersiz
STP_014,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_timezone geçersiz
STP_015,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Yabancı anahtar (foreign key),false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_id bulunamadı
STP_018,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Hiç durak yok
STP_026,Spec,Dusuk,hayır,Quality/PROJECT_QUALITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,stops.txt#stop_access,enum + conditionally forbidden,false,—,"Spec fetch: stop_access alanı mevcut — enum geçerli, Spec'e döndü",stop_access geçersiz değer
STP_027,Spec,Orta,hayır,Quality/PROJECT_QUALITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Quality,PROJECT_QUALITY,MEDIUM,stops.txt#stop_access,yok,true,—,"stop_access conditionally forbidden; ""belirtilmemiş"" hata mı belirsiz → round2",Pathway istasyonunda stop_access belirtilmemiş
STP_036,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stopstxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),İstasyonun (location_type=1) parent_station'ı var
TFR_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#timeframestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),timeframe_group_id eksik
TFR_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#timeframestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),service_id bulunamadı
TFR_003,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#timeframestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),start_time veya end_time format hatası
TFR_004,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,—,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,end_time start_time'dan küçük
TFR_005,Spec,Orta,hayır,Analytics/PROJECT_ANALYTICS/MEDIUM,Spec/GTFS_SPEC/HIGH,Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,true,—,Örtüşen zaman aralıkları türetilmiş; spec açık norm yok,Aynı grup ve service_id içinde örtüşen zaman aralıkları
TRF_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_stop_id eksik
TRF_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_stop_id eksik
TRF_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_stop_id veya to_stop_id bulunamadı
TRF_004,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),transfer_type geçersiz
TRF_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/MEDIUM,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,MEDIUM,#transferstxt,Koşullu required,true,round2 (R1 anchora bağlı),"min_transfer_time yalnız transfer_type=2 için required — ""eksik"" koşullu, over-fire riski; kartı incele",min_transfer_time eksik
TRF_006,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_trip_id bulunamadı
TRF_007,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_trip_id bulunamadı
TRF_008,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_route_id bulunamadı
TRF_009,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#transferstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_route_id bulunamadı
TRF_013,Spec,Kritik,EVET,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,#transferstxt,yok,true,KALKAR,transfer_type bağlam uyumu türetilmiş,Aktarma türü bağlamla uyumsuz
TRF_014,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,MEDIUM,#transferstxt,Koşullu,true,—,in-seat (type 4/5) sefer gereksinimi; spec ibaresi doğrulanmalı,in-seat aktarma için sefer yok
TRF_015,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,#transferstxt,yok,true,—,in-seat geçersiz türetilmiş,in-seat aktarma geçersiz
TRF_016,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,#transferstxt,yok,true,—,Çelişkili aktarma koşulu türetilmiş,Aktarma koşulu çelişkili
TRF_017,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,#transferstxt,yok,true,—,Sefer aktarması yanlış hat türetilmiş; spec ibaresi doğrulanmalı,Sefer aktarması yanlış hat
TRF_018,Spec,Yuksek,hayır,Quality/PROJECT_QUALITY/LOW,işlenmedi (kapsam boşluğu),Quality,PROJECT_QUALITY,LOW,#transferstxt,yok,false,—,from_trip==to_trip: spec açık yasak YOK; anlamsız-veri kalite kuralı,Sefer aktarması aynı seferi gösteriyor
TRF_019,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,#transferstxt,yok,true,—,in-seat farklı route_type türetilmiş,In-seat aktarmada farklı route_type
TRN_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),table_name geçersiz değer
TRN_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),field_name bu tablo için geçersiz
TRN_003,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),language geçersiz
TRN_004,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Yabancı anahtar (foreign key),false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),record_id bulunamadı
TRN_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Çeviri yineleniyor
TRN_006,Spec,Kritik,EVET,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Tutarlılık,true,round2 (R1 anchora bağlı),İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,Çeviri kaydı çelişkili
TRN_009,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),record_id ve field_value aynı anda kullanılamaz
TRN_010,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Koşullu,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,record_sub_id geçersiz
TRN_011,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Koşullu forbidden,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,field_name çevrilebilir değil
TRN_013,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Koşullu forbidden,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,feed_info çevirisinde kimlik alanı kullanılamaz
TRN_014,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#translationstxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),record_sub_id yalnızca stop_times için geçerli
TRP_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),trip_id eksik veya yineleniyor
TRP_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_id bulunamadı
TRP_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),service_id bulunamadı
TRP_004,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Yabancı anahtar (foreign key),false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_id bulunamadı
TRP_005,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),direction_id geçersiz
TRP_006,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),wheelchair_accessible geçersiz
TRP_007,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),bikes_allowed geçersiz
TRP_017,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,#tripstxt,yok,true,—,Frekans tabanlı sefer stop_times gereksinimi türetilmiş,Frekans tabanlı sefer stop_times'ta eksik
TRP_019,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Quality,PROJECT_QUALITY,MEDIUM,—,yok,true,—,continuous+shape gerekliliği anchor doğrulaması gerek → round2,Continuous servis aktifken shape_id eksik
TRP_022,Spec,Yuksek,hayır,Analytics/PROJECT_ANALYTICS/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,true,—,Block içi çakışan sefer türetilmiş operasyonel; spec açık norm yok,Block içinde çakışan sefer saatleri
TRP_031,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#tripstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_id eksik
TRP_032,Spec,Dusuk,hayır,Quality/PROJECT_QUALITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,trips.txt#cars_allowed,enum 0/1/2,false,—,Spec fetch: cars_allowed alanı mevcut (0/1/2) — Spec'e döndü,cars_allowed geçersiz
XFL_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),calendar ve calendar_dates'te service_id yok
XFL_002,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Interop,MOBILITYDATA_PARITY,MEDIUM,#tripstxt,yok,true,—,stop_times'sız sefer: spec açık norm net değil; MD paritesi,Seferin stop_times kaydı yok
XFL_003,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_id tanımsız
XFL_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),fare_rules'ta tanımsız route_id
XFL_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_times'ta tanımsız stop_id
XFL_006,Spec,Orta,hayır,Analytics/PROJECT_ANALYTICS/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,true,—,Yalnız iptal-istisnalı service_id türetilmiş; spec açık norm yok,service_id yalnızca iptal istisnası içeriyor (aktif gün yok)
XFL_007,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),agency_id bulunamadı
XFL_009,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_id geçersiz
XFL_010,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),frequencies'te tanımsız trip_id
XFL_015,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Attribution'da geçersiz referans
XFL_016,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Koşullu FK,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,Çeviri feed_info'ya referans veriyor ama feed_info.txt eksik
XFL_019,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#cross-file,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Ağ tanımı iki ayrı dosyada (routes.network_id + route_networks.txt)
XFL_020,Spec,Yuksek,hayır,Spec/GTFS_SPEC/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Spec,GTFS_SPEC,MEDIUM,transfers.txt,bileşik FK (trip/route),true,—,Provisional Spec; bileşik-çift anchor ispatı gerek → round2,"Transfers'de geçersiz (from_trip_id/to_trip_id, route_id) çifti"
